"","TagID","dtf","Lat","Lon","rkm","General.Location","ReleaseGroup"
"282741","2ED1","4/13/2017 2:22","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282743","2ED1","4/13/2017 2:22","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282745","2ED1","4/13/2017 2:22","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282746","2ED1","4/13/2017 2:23","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282748","2ED1","4/13/2017 2:23","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282750","2ED1","4/13/2017 2:23","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282751","2ED1","4/13/2017 2:23","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282753","2ED1","4/13/2017 2:23","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282756","2ED1","4/13/2017 2:23","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282758","2ED1","4/13/2017 2:23","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282759","2ED1","4/13/2017 2:23","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282761","2ED1","4/13/2017 2:23","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282762","2ED1","4/13/2017 2:23","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282763","2ED1","4/13/2017 2:23","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282764","2ED1","4/13/2017 2:23","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282767","2ED1","4/13/2017 2:23","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282768","2ED1","4/13/2017 2:24","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282769","2ED1","4/13/2017 2:24","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282770","2ED1","4/13/2017 2:24","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282771","2ED1","4/13/2017 2:24","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282773","2ED1","4/13/2017 2:24","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282775","2ED1","4/13/2017 2:24","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282777","2ED1","4/13/2017 2:24","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282778","2ED1","4/13/2017 2:24","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282779","2ED1","4/13/2017 2:24","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282781","2ED1","4/13/2017 2:24","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282783","2ED1","4/13/2017 2:24","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282786","2ED1","4/13/2017 2:24","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282787","2ED1","4/13/2017 2:24","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282789","2ED1","4/13/2017 2:24","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282790","2ED1","4/13/2017 2:25","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282792","2ED1","4/13/2017 2:25","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282793","2ED1","4/13/2017 2:25","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282796","2ED1","4/13/2017 2:25","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282798","2ED1","4/13/2017 2:25","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282799","2ED1","4/13/2017 2:25","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282801","2ED1","4/13/2017 2:25","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282804","2ED1","4/13/2017 2:25","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282806","2ED1","4/13/2017 2:25","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282807","2ED1","4/13/2017 2:25","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282808","2ED1","4/13/2017 2:25","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282810","2ED1","4/13/2017 2:25","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282811","2ED1","4/13/2017 2:25","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282812","2ED1","4/13/2017 2:25","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282814","2ED1","4/13/2017 2:25","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282815","2ED1","4/13/2017 2:25","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282816","2ED1","4/13/2017 2:25","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282818","2ED1","4/13/2017 2:25","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282820","2ED1","4/13/2017 2:26","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282821","2ED1","4/13/2017 2:26","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282822","2ED1","4/13/2017 2:26","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282824","2ED1","4/13/2017 2:26","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282825","2ED1","4/13/2017 2:26","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282827","2ED1","4/13/2017 2:26","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282828","2ED1","4/13/2017 2:26","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282830","2ED1","4/13/2017 2:26","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282832","2ED1","4/13/2017 2:26","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282833","2ED1","4/13/2017 2:26","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282835","2ED1","4/13/2017 2:26","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282836","2ED1","4/13/2017 2:26","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282838","2ED1","4/13/2017 2:26","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282839","2ED1","4/13/2017 2:26","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282841","2ED1","4/13/2017 2:26","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282842","2ED1","4/13/2017 2:26","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282843","2ED1","4/13/2017 2:26","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282844","2ED1","4/13/2017 2:27","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282845","2ED1","4/13/2017 2:27","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282846","2ED1","4/13/2017 2:27","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282847","2ED1","4/13/2017 2:27","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282848","2ED1","4/13/2017 2:27","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282849","2ED1","4/13/2017 2:27","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282850","2ED1","4/13/2017 2:27","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282851","2ED1","4/13/2017 2:27","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282852","2ED1","4/13/2017 2:27","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282853","2ED1","4/13/2017 2:27","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282854","2ED1","4/13/2017 2:27","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282855","2ED1","4/13/2017 2:27","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282856","2ED1","4/13/2017 2:27","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282857","2ED1","4/13/2017 2:27","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282858","2ED1","4/13/2017 2:27","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282859","2ED1","4/13/2017 2:27","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282860","2ED1","4/13/2017 2:28","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282862","2ED1","4/13/2017 2:28","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282863","2ED1","4/13/2017 2:28","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282864","2ED1","4/13/2017 2:28","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282865","2ED1","4/13/2017 2:28","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282867","2ED1","4/13/2017 2:28","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282869","2ED1","4/13/2017 2:28","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282871","2ED1","4/13/2017 2:29","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282872","2ED1","4/13/2017 2:29","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282873","2ED1","4/13/2017 2:29","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282874","2ED1","4/13/2017 2:29","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282876","2ED1","4/13/2017 2:29","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282877","2ED1","4/13/2017 2:29","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282878","2ED1","4/13/2017 2:29","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282881","2ED1","4/13/2017 2:29","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282882","2ED1","4/13/2017 2:29","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282887","2ED1","4/13/2017 2:30","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282891","2ED1","4/13/2017 2:31","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282892","2ED1","4/13/2017 2:31","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282893","2ED1","4/13/2017 2:31","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282895","2ED1","4/13/2017 2:31","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282896","2ED1","4/13/2017 2:31","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282897","2ED1","4/13/2017 2:31","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282898","2ED1","4/13/2017 2:31","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282899","2ED1","4/13/2017 2:32","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282901","2ED1","4/13/2017 2:32","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282902","2ED1","4/13/2017 2:32","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282903","2ED1","4/13/2017 2:33","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282905","2ED1","4/13/2017 2:33","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282907","2ED1","4/13/2017 2:33","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282908","2ED1","4/13/2017 2:33","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282909","2ED1","4/13/2017 2:33","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282910","2ED1","4/13/2017 2:33","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282911","2ED1","4/13/2017 2:33","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282912","2ED1","4/13/2017 2:33","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282913","2ED1","4/13/2017 2:34","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282914","2ED1","4/13/2017 2:34","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282915","2ED1","4/13/2017 2:34","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282916","2ED1","4/13/2017 2:34","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282917","2ED1","4/13/2017 2:34","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282918","2ED1","4/13/2017 2:34","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282919","2ED1","4/13/2017 2:34","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282920","2ED1","4/13/2017 2:35","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282921","2ED1","4/13/2017 2:35","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282922","2ED1","4/13/2017 2:35","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282923","2ED1","4/13/2017 2:35","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282924","2ED1","4/13/2017 2:35","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282925","2ED1","4/13/2017 2:35","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282926","2ED1","4/13/2017 2:35","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282927","2ED1","4/13/2017 2:35","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282928","2ED1","4/13/2017 2:36","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282929","2ED1","4/13/2017 2:36","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282930","2ED1","4/13/2017 2:36","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282931","2ED1","4/13/2017 2:36","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282932","2ED1","4/13/2017 2:36","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282933","2ED1","4/13/2017 2:36","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282934","2ED1","4/13/2017 2:36","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282935","2ED1","4/13/2017 2:37","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282936","2ED1","4/13/2017 2:37","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282937","2ED1","4/13/2017 2:37","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282938","2ED1","4/13/2017 2:37","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282939","2ED1","4/13/2017 2:38","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282940","2ED1","4/13/2017 2:38","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282941","2ED1","4/13/2017 2:39","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282942","2ED1","4/13/2017 2:39","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282943","2ED1","4/13/2017 2:39","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282944","2ED1","4/13/2017 2:39","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282945","2ED1","4/13/2017 2:40","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282946","2ED1","4/13/2017 2:40","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282947","2ED1","4/13/2017 2:40","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282948","2ED1","4/13/2017 2:40","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282949","2ED1","4/13/2017 2:40","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282950","2ED1","4/13/2017 2:41","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282951","2ED1","4/13/2017 2:41","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282952","2ED1","4/13/2017 2:41","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282953","2ED1","4/13/2017 2:41","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282954","2ED1","4/13/2017 2:41","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282955","2ED1","4/13/2017 2:42","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282956","2ED1","4/13/2017 2:42","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282957","2ED1","4/13/2017 2:43","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282958","2ED1","4/13/2017 2:44","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282959","2ED1","4/13/2017 2:44","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282960","2ED1","4/13/2017 2:44","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282961","2ED1","4/13/2017 2:44","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282962","2ED1","4/13/2017 2:44","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282963","2ED1","4/13/2017 2:44","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282964","2ED1","4/13/2017 2:44","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282965","2ED1","4/13/2017 2:44","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282966","2ED1","4/13/2017 2:45","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282967","2ED1","4/13/2017 2:46","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282970","2ED1","4/13/2017 2:47","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282972","2ED1","4/13/2017 2:47","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282975","2ED1","4/13/2017 2:47","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282980","2ED1","4/13/2017 2:48","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"282991","2ED1","4/13/2017 2:50","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282993","2ED1","4/13/2017 2:51","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282994","2ED1","4/13/2017 2:51","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282995","2ED1","4/13/2017 2:51","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282996","2ED1","4/13/2017 2:52","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282997","2ED1","4/13/2017 2:52","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282998","2ED1","4/13/2017 2:52","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"282999","2ED1","4/13/2017 2:52","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"283000","2ED1","4/13/2017 2:52","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"283001","2ED1","4/13/2017 2:52","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"283002","2ED1","4/13/2017 2:53","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"283003","2ED1","4/13/2017 2:53","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"283004","2ED1","4/13/2017 2:53","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"283005","2ED1","4/13/2017 2:53","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"283006","2ED1","4/13/2017 2:54","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"283007","2ED1","4/13/2017 2:54","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"283017","2ED1","4/13/2017 2:55","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"283021","2ED1","4/13/2017 2:55","37.89","-121.56","134.32","OR_hwy4_DS","2017_SJ_SIRF1"
"283070","2ED1","4/13/2017 3:08","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283071","2ED1","4/13/2017 3:08","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283072","2ED1","4/13/2017 3:08","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283077","2ED1","4/13/2017 3:09","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283079","2ED1","4/13/2017 3:09","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283081","2ED1","4/13/2017 3:09","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283082","2ED1","4/13/2017 3:09","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283084","2ED1","4/13/2017 3:10","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283085","2ED1","4/13/2017 3:10","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283086","2ED1","4/13/2017 3:10","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283119","2ED1","4/13/2017 3:18","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283120","2ED1","4/13/2017 3:19","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283122","2ED1","4/13/2017 3:19","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283125","2ED1","4/13/2017 3:20","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283129","2ED1","4/13/2017 3:20","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283130","2ED1","4/13/2017 3:21","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283137","2ED1","4/13/2017 3:21","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283140","2ED1","4/13/2017 3:22","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283142","2ED1","4/13/2017 3:22","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283144","2ED1","4/13/2017 3:22","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283149","2ED1","4/13/2017 3:23","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283155","2ED1","4/13/2017 3:23","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283159","2ED1","4/13/2017 3:24","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283161","2ED1","4/13/2017 3:24","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283162","2ED1","4/13/2017 3:24","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283167","2ED1","4/13/2017 3:25","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283171","2ED1","4/13/2017 3:26","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283178","2ED1","4/13/2017 3:27","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283179","2ED1","4/13/2017 3:27","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283180","2ED1","4/13/2017 3:27","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283182","2ED1","4/13/2017 3:27","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283184","2ED1","4/13/2017 3:27","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"283186","2ED1","4/13/2017 3:27","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"284026","2F54","4/13/2017 6:23","37.72","-121.29","172.48","SJ_BCA_1_J","2017_SJ_SIRF1"
"284029","2F54","4/13/2017 6:23","37.72","-121.29","172.48","SJ_BCA_1_J","2017_SJ_SIRF1"
"284031","2F54","4/13/2017 6:23","37.72","-121.29","172.48","SJ_BCA_1_J","2017_SJ_SIRF1"
"284033","2F54","4/13/2017 6:24","37.72","-121.29","172.48","SJ_BCA_1_J","2017_SJ_SIRF1"
"284035","2F54","4/13/2017 6:24","37.72","-121.29","172.48","SJ_BCA_1_J","2017_SJ_SIRF1"
"284037","2F54","4/13/2017 6:24","37.72","-121.29","172.48","SJ_BCA_1_J","2017_SJ_SIRF1"
"284039","2F54","4/13/2017 6:24","37.72","-121.29","172.48","SJ_BCA_1_J","2017_SJ_SIRF1"
"284042","2F54","4/13/2017 6:24","37.72","-121.29","172.48","SJ_BCA_1_J","2017_SJ_SIRF1"
"284342","2F54","4/13/2017 7:38","37.76","-121.3","166.82","SJ_ParadiseCut_DN_1_3","2017_SJ_SIRF1"
"284343","2F54","4/13/2017 7:38","37.76","-121.3","166.82","SJ_ParadiseCut_DN_1_3","2017_SJ_SIRF1"
"284344","2F54","4/13/2017 7:38","37.76","-121.3","166.82","SJ_ParadiseCut_DN_1_3","2017_SJ_SIRF1"
"284856","2ECB","4/13/2017 9:51","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"284857","2ECB","4/13/2017 9:51","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"284858","2ECB","4/13/2017 9:52","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"284859","2ECB","4/13/2017 9:52","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
"284860","2ECB","4/13/2017 9:52","37.89","-121.56","134.39","OR_hwy4_US","2017_SJ_SIRF1"
